date,TA00119,TA00110,TA00016,TA00282,TA00098,TA00314,TA00313,TA00042,TA00112,TA00297,TA00123,TA00118,TA00393,TA00013,TA00276,TA00005,TA00015,TA00143,TA00304,TA00263,TA00277,TA00279,TA00267,TA00280,TA00310,TA00003,TA00121,TA00126,TA00004,TA00248,TA00309,TA00109,TA00011,TA00308,TA00046,TA00265,TA00049,TA00262,TA00122,TA00311,TA00241,TA00177,TA00312,TA00266,TA00318,TA00391,TA00181,TA00278,TA00275,TA00319,TA00002,TA00268,TA00050,TA00006,TA00302,TA00007,TA00303,TA00115,TA00009,TA00142,TA00045,TA00012,TA00008,TA00047,TA00010
2018-04-22 19:00:00,0.0,0.03437297,0.0,0.0,0.0,0.0,0.0,0.22901852,0.23998868,0.0,0.0,0.0,8.655745,0.0,2.956727,0.0,0.45909017,8.655745,0.0,0.0,2.6169262,9.344085,4.7104545,0.50236464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02864414,0.12576608,0.0,2.513977,0.0,0.90582,0.0057288287,0.0,0.03437297,0.0,0.0,6.794072,2.1867652,0.0,0.0,8.006706,0.0,0.0,0.0,0.064018354,0.007464744,7.620639,0.0,0.0,0.011849031,0.0,0.01493884,0.26551762,0.0060959775,0.0,0.12576608,0.005699582,0.40934217,0.0
2018-04-22 20:00:00,0.0,0.015098392,0.0,0.0,0.0,0.0,0.0,0.2709899,0.10083665,0.0,0.0,0.0,8.171555,0.0,5.691898,0.0,1.4912872,8.171555,0.0,0.0,4.4727345,10.929029,5.152822,0.10647195,0.0,0.0,0.0,0.0,0.0,7.250879e-09,0.0,0.012581993,0.2631249,0.0,0.7874419,0.0,1.1566343,0.0025163987,0.0,0.015098392,0.0,0.0,4.4181466,0.71067876,0.0,0.0,7.9870205,0.0,0.0,0.0,0.020066058,0.003323194,3.597495,0.0,0.0,0.0288664,0.0,0.005038418,0.10290696,0.016655188,0.0,0.2631249,0.0,0.24780554,0.0
2018-04-22 21:00:00,0.0,0.0018989306,0.0,0.0,0.0,0.0,0.0,0.033086922,0.012343048,0.0,0.0049099647,0.0,4.2393427,0.0,3.236202,0.0,2.0216272,4.2393427,0.0,0.0,4.1239777,2.8922067,2.697568,0.0013891797,0.0,0.0,0.0,0.0,0.0,0.0032819551,0.0,0.0015824421,0.790414,0.0,1.5004604,0.0,0.39500895,0.0003164884,0.0,0.0018989306,0.0,0.0,2.2819278,0.0601328,0.0,0.0,1.3070523,0.0,0.0,0.0,0.0023004576,0.0,0.4263469,0.0,0.0,0.06638907,0.0,0.0006837427,0.0,0.18805556,0.0,0.790414,0.0,0.046192825,0.0
2018-04-22 22:00:00,0.0,0.0002504927,0.0,0.0,0.0,0.0,0.0,0.010600746,0.0016282025,0.0,0.0025768136,0.0,1.8785313,0.0001925217,3.265112,0.0,2.5272865,1.8785313,0.0,0.0,1.126076,0.7817966,0.6913025,0.0,0.0,0.0,0.0,0.0,0.0,0.018544268,0.0,0.0002087439,0.84949875,0.0,1.0870162,0.0,0.022343054,4.1748783e-05,0.0,0.0002504927,0.0,0.0,2.0947213,0.007932269,0.0,0.0,0.23371342,0.0,0.0,0.0,0.00043265516,0.0,0.028984306,0.0,0.0,0.36098075,0.0,8.992476e-05,0.0,0.16654336,0.0,0.84949875,0.0,0.087946475,0.009458601
2018-04-22 23:00:00,0.0,3.6129557e-09,0.0,0.0,0.0,0.0,0.0,0.0010997592,2.3484212e-08,0.0,0.013809099,0.0,0.18486516,4.1931134e-09,0.8548707,0.0,1.3569493,0.18486516,0.0,0.0,0.09668392,0.07680102,0.017284883,0.0,0.0,2.7246083e-09,0.0,0.0,0.00029319,0.027823959,0.0,3.0107963e-09,0.1316285,0.0,0.09844548,0.0,0.0010997592,6.0215927e-10,0.0010994625,3.6129557e-09,0.0,0.0,0.27134869,1.1441027e-07,0.0,0.0,0.016957324,0.0,0.0,0.0,4.334468e-09,0.0005791341,1.1862538e-07,0.0,0.0,0.049661107,0.0,1.5803899e-09,0.00023125572,0.0062023923,0.0,0.1316285,0.0,0.008423015,0.003276735
2018-04-23 00:00:00,0.0,1.6826404e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0937162e-08,0.0,0.0,0.0,3.5896328e-08,1.5717085e-09,0.4725,0.0,0.24477297,3.5896328e-08,0.0,0.0,2.9165765e-08,5.720977e-08,1.1498042e-07,0.0,0.0,1.988166e-09,0.0,0.0,0.0,0.06364508,0.0,1.4022002e-09,1.672803e-08,0.0,0.0,0.0,0.0,2.8044006e-10,0.0,1.6826404e-09,0.0,0.0,0.0,5.328361e-08,0.0,0.0,1.0376282e-08,0.0,0.0,0.0,1.6968804e-09,0.0,5.524669e-08,0.0,0.0,0.0,0.0,1.0562634e-09,0.0,0.0,0.0,1.672803e-08,0.0,0.0,0.0
2018-04-23 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02245887,0.0,0.0025137102,0.0,0.0,0.02245887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615,0.0,0.0,0.0,0.0,0.615,0.0,0.0,0.0,0.97999996,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23 03:00:00,0.010363148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076369353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23 04:00:00,0.016462725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032001413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23 05:00:00,0.03256228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055894457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043778203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061119315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
