date,TA00119,TA00110,TA00016,TA00282,TA00098,TA00314,TA00313,TA00042,TA00112,TA00297,TA00123,TA00118,TA00393,TA00013,TA00276,TA00005,TA00015,TA00143,TA00304,TA00263,TA00277,TA00279,TA00267,TA00280,TA00310,TA00003,TA00121,TA00126,TA00004,TA00248,TA00309,TA00109,TA00011,TA00308,TA00046,TA00265,TA00049,TA00262,TA00122,TA00311,TA00241,TA00177,TA00312,TA00266,TA00318,TA00391,TA00181,TA00278,TA00275,TA00319,TA00002,TA00268,TA00050,TA00006,TA00302,TA00007,TA00303,TA00115,TA00009,TA00142,TA00045,TA00012,TA00008,TA00047,TA00010
2018-04-22 06:00:00,0.0,0.0,0.044999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044999998,0.0,0.015,0.0,0.0,0.044999998,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047778893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.044999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023387443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075381636,0.0,0.0,0.0,0.0,0.0,0.0,0.023387443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029542034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008598617,0.0,0.0,0.0,0.0,0.0
2018-04-22 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030431505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06424429,0.0,0.0,0.11496347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-22 16:00:00,0.08801457,0.007966176,0.0,0.0,0.0,0.017923895,0.0,0.041822422,0.0,0.057754774,0.0,0.0,0.0,0.018007949,0.0,0.0,0.0,0.0,0.0,0.0,0.003983088,0.0,0.0,0.36046943,0.0,0.05900397,0.0,0.0059746318,0.0,0.0,0.003983088,0.0,0.0,0.0,0.12546727,0.0,0.0059746318,0.019915437,0.0,0.0,0.0,0.021906983,0.15534042,0.0,0.0,0.0059746318,0.26089224,0.0,0.0,0.059746314,0.0790106,0.0,0.52975065,0.027988076,0.0,0.0,0.0,0.007966176,0.0,0.0,0.08961947,0.0,0.0,0.001991544,0.0
2018-04-22 17:00:00,0.020188672,0.0,0.0,0.0,0.0,0.069895655,0.0,2.6150105,0.0,0.0,0.0,0.0,0.12329855,0.015702302,0.0,0.016540883,0.0,0.12329855,0.0,0.0,0.0,0.12,0.0,1.4056792,0.0,0.0,0.0,0.023298552,0.0,0.0,0.015532368,0.0,0.0,0.0,0.0,0.0,0.8673488,0.07766184,0.0,0.0,0.0,0.08542803,0.11,0.0,0.0,0.023298552,1.709949,0.0,0.0,0.23298551,0.022431858,0.0,2.065805,0.0,0.0,0.0,0.0,0.031064736,0.0,0.04149276,0.34947827,0.0,0.0,0.29308987,0.0
2018-04-22 18:00:00,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,1.28,0.0,0.5998378,0.0,0.11078262,1.28,0.0,0.0,1.04,2.04,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049999997,0.036045462,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0,0.0,1.9,0.0,0.0,0.37,0.0,0.0049236724,0.0,0.12385179,0.0,1.9699999,0.0,0.0,0.0,0.0,0.02,0.0036927543,0.0,0.0,0.036045462,0.004247328,0.0,0.0
